time,errs,avgt,avgl,p50l,p95l,p99l,maxl,type
2023-04-25T05:07:54.848744956Z,0,8703.7,8777.7,1.0,2.2,3.8,29.4,read
2023-04-25T05:07:55.84878566Z,0,8673.6,8725.6,1.0,2.4,3.8,10.0,read
2023-04-25T05:07:56.848912509Z,0,8782.9,8744.7,1.0,2.2,4.1,7.3,read
2023-04-25T05:07:57.848792161Z,0,8829.1,8765.8,1.0,2.2,3.0,5.8,read
2023-04-25T05:07:58.848630932Z,0,8504.4,8713.5,1.0,2.4,3.8,8.1,read
2023-04-25T05:07:59.848745729Z,0,8844.0,8735.3,1.0,2.2,3.7,7.6,read
2023-04-25T05:08:00.848651884Z,0,9052.8,8780.6,1.0,2.1,3.4,7.9,read
2023-04-25T05:08:01.848800107Z,0,8953.7,8802.2,1.0,2.2,3.4,5.5,read
2023-04-25T05:08:02.848609301Z,0,8937.7,8817.3,1.0,2.2,3.3,6.6,read
2023-04-25T05:08:03.848816895Z,0,8866.2,8822.2,1.0,2.2,3.4,7.3,read
2023-04-25T05:08:04.848644174Z,0,8600.5,8802.0,1.0,2.4,4.7,17.8,read
2023-04-25T05:08:10.537138563Z,0,9383.5,9465.6,1.0,2.0,3.4,8.1,read
2023-04-25T05:08:11.537196648Z,0,9628.4,9547.0,1.0,2.0,3.3,6.3,read
2023-04-25T05:08:12.537115285Z,0,9965.8,9686.5,1.0,1.8,2.6,6.0,read
2023-04-25T05:08:13.537023713Z,0,9587.9,9661.9,1.0,2.0,3.1,5.5,read
2023-04-25T05:08:14.537051104Z,0,9373.7,9604.3,1.0,2.0,3.4,7.1,read
2023-04-25T05:08:15.537089356Z,0,8991.7,9502.2,1.0,2.1,3.9,26.2,read
2023-04-25T05:08:16.537148982Z,0,9682.4,9527.9,1.0,2.0,2.8,5.0,read
2023-04-25T05:08:17.53703945Z,0,9103.0,9474.8,1.0,2.1,3.4,8.9,read
2023-04-25T05:08:18.53709886Z,0,9332.4,9459.0,1.0,2.0,3.0,6.8,read
2023-04-25T05:08:19.53713229Z,0,9332.7,9446.3,1.0,2.0,3.1,6.0,read
2023-04-25T05:08:25.476964599Z,0,9045.6,9118.8,1.0,2.0,3.7,11.5,read
2023-04-25T05:08:26.4760039Z,0,9514.1,9316.2,1.0,1.8,3.1,10.5,read
2023-04-25T05:08:27.476040033Z,0,9769.6,9467.3,1.0,1.7,2.8,7.3,read
2023-04-25T05:08:28.476011468Z,0,9383.3,9446.3,1.0,2.0,2.9,4.5,read
2023-04-25T05:08:29.47611815Z,0,9853.9,9527.9,1.0,1.7,2.9,4.7,read
2023-04-25T05:08:30.475986518Z,0,9695.3,9555.7,1.0,1.7,2.8,5.2,read
2023-04-25T05:08:31.476053152Z,0,9790.3,9589.3,1.0,1.7,2.8,5.2,read
2023-04-25T05:08:32.476029737Z,0,9535.2,9582.5,1.0,1.9,3.1,5.2,read
2023-04-25T05:08:33.475964603Z,0,9688.6,9594.3,1.0,1.8,2.9,5.0,read
2023-04-25T05:08:34.475964456Z,0,9676.0,9602.5,1.0,1.8,2.9,7.6,read
2023-04-25T05:08:39.599686081Z,0,9500.2,9574.6,1.0,1.9,3.0,6.6,read
2023-04-25T05:08:40.599774349Z,0,9674.1,9624.3,1.0,1.8,2.8,7.1,read
2023-04-25T05:08:41.599704336Z,0,9666.7,9638.4,1.0,1.9,3.1,6.6,read
2023-04-25T05:08:42.599703427Z,0,9632.0,9636.8,1.0,1.9,3.3,7.6,read
2023-04-25T05:08:43.599817016Z,0,9659.9,9641.5,1.0,1.9,2.9,8.9,read
2023-04-25T05:08:44.599763442Z,0,9515.5,9620.4,1.0,1.9,3.1,6.8,read
2023-04-25T05:08:45.599575716Z,0,9101.7,9546.4,1.0,2.1,3.8,8.9,read
2023-04-25T05:08:46.599598757Z,0,9459.8,9535.5,1.0,2.0,3.3,6.6,read
2023-04-25T05:08:47.59976182Z,0,9532.4,9535.2,1.0,1.9,3.3,6.0,read
2023-04-25T05:08:48.599674027Z,0,9255.8,9507.3,1.0,2.0,3.0,7.6,read
2023-04-25T05:08:54.66197463Z,0,8627.8,8695.3,1.0,2.2,3.4,8.1,read
2023-04-25T05:08:55.661856019Z,0,7847.9,8271.8,1.1,2.6,4.7,11.5,read
2023-04-25T05:08:56.661866961Z,0,8530.9,8358.2,1.0,2.2,3.3,7.1,read
2023-04-25T05:08:57.661886692Z,0,8253.8,8332.1,1.1,2.5,3.8,6.6,read
2023-04-25T05:08:58.662017994Z,0,8151.9,8296.0,1.1,2.5,3.3,6.8,read
2023-04-25T05:08:59.661902842Z,0,8415.0,8315.8,1.0,2.4,3.7,6.6,read
2023-04-25T05:09:00.661954895Z,0,8569.6,8352.1,1.0,2.4,3.5,6.6,read
2023-04-25T05:09:01.661972744Z,0,8740.8,8400.7,1.0,2.2,3.1,6.3,read
2023-04-25T05:09:02.661892084Z,0,8523.7,8414.3,1.0,2.4,3.5,7.6,read
2023-04-25T05:09:03.661930441Z,0,8137.7,8386.7,1.1,2.5,3.4,7.1,read
2023-04-25T05:09:04.66186532Z,0,8229.5,8372.4,1.1,2.5,3.8,7.6,read
2023-04-25T05:09:10.714108162Z,0,10298.6,10383.1,1.0,1.6,2.6,7.3,read
2023-04-25T05:09:11.714084739Z,0,10035.2,10209.1,1.0,1.8,2.9,6.0,read
2023-04-25T05:09:12.7141205Z,0,10290.6,10236.3,1.0,1.6,2.5,5.2,read
2023-04-25T05:09:13.714098866Z,0,10055.2,10191.1,1.0,1.7,2.5,5.8,read
2023-04-25T05:09:14.714186101Z,0,10263.1,10205.4,1.0,1.7,2.8,8.4,read
2023-04-25T05:09:15.714085827Z,0,9566.0,10098.9,1.0,1.9,3.7,19.9,read
2023-04-25T05:09:16.714113089Z,0,10432.7,10146.6,1.0,1.6,2.4,5.0,read
2023-04-25T05:09:17.714075842Z,0,9819.4,10105.7,1.0,1.8,2.4,5.0,read
2023-04-25T05:09:18.714067336Z,0,9743.1,10065.4,1.0,1.8,2.9,6.6,read
2023-04-25T05:09:24.662543591Z,0,9011.6,9087.4,1.0,2.0,2.9,12.6,read
2023-04-25T05:09:25.662604677Z,0,8607.5,8847.5,1.0,2.4,4.1,12.6,read
2023-04-25T05:09:26.662803466Z,0,8680.3,8791.7,1.0,2.2,3.7,6.8,read
2023-04-25T05:09:27.662619659Z,0,8698.6,8768.4,1.0,2.2,3.4,8.4,read
2023-04-25T05:09:28.662705754Z,0,8604.3,8735.6,1.0,2.4,3.4,6.3,read
2023-04-25T05:09:29.662773902Z,0,8655.4,8722.2,1.0,2.2,3.5,7.3,read
2023-04-25T05:09:30.662534076Z,0,9035.2,8766.9,1.0,2.1,3.0,7.1,read
2023-04-25T05:09:31.662520496Z,0,9155.1,8815.4,1.0,2.0,3.0,7.9,read
2023-04-25T05:09:32.662699431Z,0,8891.4,8823.9,1.0,2.2,3.5,8.1,read
2023-04-25T05:09:33.662553631Z,0,8998.3,8841.3,1.0,2.1,2.9,6.0,read
2023-04-25T05:09:34.662849572Z,0,9170.3,8871.2,1.0,2.0,3.0,11.0,read
2023-04-25T05:09:39.733663368Z,0,9654.4,9731.1,1.0,1.9,2.9,6.0,read
2023-04-25T05:09:40.73340902Z,0,9651.5,9691.3,1.0,1.9,3.0,6.3,read
2023-04-25T05:09:41.733520081Z,0,9413.0,9598.5,1.0,2.0,3.3,6.6,read
2023-04-25T05:09:42.733512122Z,0,9897.1,9673.1,1.0,1.8,2.6,5.2,read
2023-04-25T05:09:43.733435367Z,0,9875.8,9713.7,1.0,1.8,2.6,6.6,read
2023-04-25T05:09:44.733818Z,0,9429.4,9666.3,1.0,1.9,3.0,10.5,read
2023-04-25T05:09:45.733522669Z,0,9048.7,9578.1,1.0,2.0,3.9,28.3,read
2023-04-25T05:09:46.733461555Z,0,9328.6,9546.9,1.0,2.0,3.7,11.0,read
2023-04-25T05:09:47.733495137Z,0,9748.7,9569.3,1.0,1.8,2.8,5.2,read
2023-04-25T05:09:48.733521079Z,0,8738.8,9486.2,1.1,2.2,3.7,7.3,read
2023-04-25T05:09:54.786275564Z,0,8021.7,8094.7,1.1,2.6,3.9,19.9,read
2023-04-25T05:09:55.786458671Z,0,8043.5,8069.2,1.0,2.5,4.5,19.9,read
2023-04-25T05:09:56.786219311Z,0,8431.0,8189.7,1.0,2.5,3.8,7.3,read
2023-04-25T05:09:57.786249226Z,0,8287.8,8214.2,1.1,2.5,3.3,7.9,read
2023-04-25T05:09:58.786245946Z,0,8132.0,8197.8,1.1,2.5,3.8,6.6,read
2023-04-25T05:09:59.786149827Z,0,8530.8,8253.3,1.0,2.4,3.3,7.1,read
2023-04-25T05:10:00.786296535Z,0,8554.7,8296.4,1.0,2.4,3.3,6.3,read
2023-04-25T05:10:01.786191592Z,0,8436.9,8313.9,1.0,2.4,3.3,7.6,read
2023-04-25T05:10:02.786373046Z,0,8414.5,8325.1,1.0,2.4,3.7,7.6,read
